Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2023-05-15,236.7806854248047,238.16849214653735,233.28141585947415,234.85757102043314,20653200
2023-05-16,236.74105834960938,237.55391231265511,233.46978211198044,233.73742084776137,18163800
2023-05-17,240.3791046142578,241.71734364737938,236.06696576918233,236.37426476658152,21193100
2023-05-18,244.70118713378906,244.93908826322007,239.09045356662455,239.19949662626775,22943300
2023-05-19,243.50167846679688,246.52513093495048,241.29109507655596,245.31574994768903,21733600
2023-05-22,246.1583709716797,251.36266949569668,242.9862150086532,243.2736990167083,27738500
2023-05-23,244.59210205078125,249.41970323490676,244.50287401661294,244.66148482629066,17748100
2023-05-24,247.04058837890625,247.41727012429223,242.81766277139562,243.1447918766224,17724300
2023-05-25,250.4903106689453,253.39479746511117,247.00094838612523,251.19412157731733,22371400
2023-05-26,259.7589416503906,260.02658040081684,250.51015779219784,250.7282287690767,25727200
2023-05-30,260.2347106933594,266.31135290723864,259.0154374005094,262.940956499197,23816500
2023-05-31,262.4156188964844,262.693180291999,256.200210011966,257.73670519214994,25473700
